timestamp,value
2022-08-02 01:02:00,-0.1158
2022-08-02 01:03:00,0.211
2022-08-02 01:04:00,0.3653
2022-08-02 01:05:00,0.6796
2022-08-02 01:06:00,0.4484
2022-08-02 01:07:00,0.1905
2022-08-02 01:08:00,0.247
2022-08-02 01:09:00,0.42
2022-08-02 01:10:00,0.3033
2022-08-02 01:11:00,0.1602
2022-08-02 01:12:00,0.1184
2022-08-02 01:13:00,0.3575
2022-08-02 01:14:00,0.2053
2022-08-02 01:15:00,0.2344
2022-08-02 01:16:00,0.3985
2022-08-02 01:17:00,0.2131
2022-08-02 01:18:00,0.341
2022-08-02 01:19:00,0.4479
2022-08-02 01:20:00,0.5426
2022-08-02 01:21:00,0.2327
2022-08-02 01:22:00,0.4136
2022-08-02 01:23:00,0.1526
2022-08-02 01:24:00,-0.0405
2022-08-02 01:25:00,0.1314
2022-08-02 01:26:00,0.3165
2022-08-02 01:27:00,0.5411
2022-08-02 01:28:00,0.2223
2022-08-02 01:29:00,0.0713
2022-08-02 01:30:00,0.2989
2022-08-02 01:31:00,0.3503
2022-08-02 01:32:00,0.2147
2022-08-02 01:33:00,0.158
2022-08-02 01:34:00,0.0453
2022-08-02 01:35:00,0.0578
2022-08-02 01:36:00,0.101
2022-08-02 01:37:00,0.0065
2022-08-02 01:38:00,0.3622
2022-08-02 01:39:00,0.2834
2022-08-02 01:40:00,0.0265
2022-08-02 01:41:00,0.1355
2022-08-02 01:42:00,0.1839
2022-08-02 01:43:00,0.2548
2022-08-02 01:44:00,0.1935
2022-08-02 01:45:00,0.5653
2022-08-02 01:46:00,0.3411
2022-08-02 01:47:00,0.5453
2022-08-02 01:48:00,0.417
2022-08-02 01:49:00,0.3353
2022-08-02 01:50:00,0.1918
2022-08-02 01:51:00,0.3256
2022-08-02 01:52:00,0.1256
2022-08-02 01:53:00,0.6233
2022-08-02 01:54:00,0.4217
2022-08-02 01:55:00,0.1416
2022-08-02 01:56:00,0.3985
2022-08-02 01:57:00,0.0447
2022-08-02 01:58:00,0.0815
2022-08-02 01:59:00,0.167
2022-08-02 02:00:00,0.4399
2022-08-02 02:01:00,0.2318
2022-08-02 02:02:00,0.3189
2022-08-02 02:03:00,0.2512
2022-08-02 02:04:00,0.097
2022-08-02 02:05:00,0.4272
2022-08-02 02:06:00,0.2567
2022-08-02 02:07:00,0.2583
2022-08-02 02:08:00,0.2351
2022-08-02 02:09:00,0.119
2022-08-02 02:10:00,0.1111
2022-08-02 02:11:00,0.5111
2022-08-02 02:12:00,0.4144
2022-08-02 02:13:00,0.2113
2022-08-02 02:14:00,0.3617
2022-08-02 02:15:00,0.0931
2022-08-02 02:16:00,0.1391
2022-08-02 02:17:00,0.0825
2022-08-02 02:18:00,0.2354
2022-08-02 02:19:00,0.2256
2022-08-02 02:20:00,0.1684
2022-08-02 02:21:00,0.1827
2022-08-02 02:22:00,0.1419
2022-08-02 02:23:00,0.0484
2022-08-02 02:24:00,0.3017
2022-08-02 02:25:00,0.1726
2022-08-02 02:26:00,0.0363
2022-08-02 02:27:00,0.098
2022-08-02 02:28:00,0.0642
2022-08-02 02:29:00,0.0262
2022-08-02 02:30:00,0.1049
2022-08-02 02:31:00,0.0513
2022-08-02 02:32:00,0.1452
2022-08-02 02:33:00,0.1084
2022-08-02 02:34:00,0.1042
2022-08-02 02:35:00,0.1851
2022-08-02 02:36:00,0.2029
2022-08-02 02:37:00,0.3089
2022-08-02 02:38:00,0.6538
2022-08-02 02:39:00,0.1485
2022-08-02 02:40:00,0.259
2022-08-02 02:41:00,0.2544
2022-08-02 02:42:00,0.2312
