timestamp,value
2022-08-02 01:02:00,5607.0
2022-08-02 01:03:00,5607.0
2022-08-02 01:04:00,5607.0
2022-08-02 01:05:00,5607.0
2022-08-02 01:06:00,5607.0
2022-08-02 01:07:00,5607.0
2022-08-02 01:08:00,5607.0
2022-08-02 01:09:00,5607.0
2022-08-02 01:10:00,5607.0
2022-08-02 01:11:00,5607.0
2022-08-02 01:12:00,5607.0
2022-08-02 01:13:00,5607.0
2022-08-02 01:14:00,5607.0
2022-08-02 01:15:00,5607.0
2022-08-02 01:16:00,5607.0
2022-08-02 01:17:00,5607.0
2022-08-02 01:18:00,5607.0
2022-08-02 01:19:00,5607.0
2022-08-02 01:20:00,5607.0
2022-08-02 01:21:00,5607.0
2022-08-02 01:22:00,5607.0
2022-08-02 01:23:00,5607.0
2022-08-02 01:24:00,5607.0
2022-08-02 01:25:00,5607.0
2022-08-02 01:26:00,5607.0
2022-08-02 01:27:00,5606.0
2022-08-02 01:28:00,5606.0
2022-08-02 01:29:00,5606.0
2022-08-02 01:30:00,5606.0
2022-08-02 01:31:00,5607.0
2022-08-02 01:32:00,5607.0
2022-08-02 01:33:00,5607.0
2022-08-02 01:34:00,5607.0
2022-08-02 01:35:00,5607.0
2022-08-02 01:36:00,5607.0
2022-08-02 01:37:00,5607.0
2022-08-02 01:38:00,5607.0
2022-08-02 01:39:00,5607.0
2022-08-02 01:40:00,5607.0
2022-08-02 01:41:00,5607.0
2022-08-02 01:42:00,5607.0
2022-08-02 01:43:00,5607.0
2022-08-02 01:44:00,5607.0
2022-08-02 01:45:00,5607.0
2022-08-02 01:46:00,5608.0
2022-08-02 01:47:00,5608.0
2022-08-02 01:48:00,5608.0
2022-08-02 01:49:00,5608.0
2022-08-02 01:50:00,5608.0
2022-08-02 01:51:00,5608.0
2022-08-02 01:52:00,5608.0
2022-08-02 01:53:00,5608.0
2022-08-02 01:54:00,5608.0
2022-08-02 01:55:00,5608.0
2022-08-02 01:56:00,5609.0
2022-08-02 01:57:00,5609.0
2022-08-02 01:58:00,5609.0
2022-08-02 01:59:00,5609.0
2022-08-02 02:00:00,5610.0
2022-08-02 02:01:00,5610.0
2022-08-02 02:02:00,5610.0
2022-08-02 02:03:00,5610.0
2022-08-02 02:04:00,5610.0
2022-08-02 02:05:00,5610.0
2022-08-02 02:06:00,5611.0
2022-08-02 02:07:00,5611.0
2022-08-02 02:08:00,5611.0
2022-08-02 02:09:00,5611.0
2022-08-02 02:10:00,5611.0
2022-08-02 02:11:00,5611.0
2022-08-02 02:12:00,5611.0
2022-08-02 02:13:00,5611.0
2022-08-02 02:14:00,5611.0
2022-08-02 02:15:00,5611.0
2022-08-02 02:16:00,5611.0
2022-08-02 02:17:00,5612.0
2022-08-02 02:18:00,5612.0
2022-08-02 02:19:00,5612.0
2022-08-02 02:20:00,5612.0
2022-08-02 02:21:00,5612.0
2022-08-02 02:22:00,5612.0
2022-08-02 02:23:00,5612.0
2022-08-02 02:24:00,5613.0
2022-08-02 02:25:00,5613.0
2022-08-02 02:26:00,5613.0
2022-08-02 02:27:00,5613.0
2022-08-02 02:28:00,5613.0
2022-08-02 02:29:00,5613.0
2022-08-02 02:30:00,5613.0
2022-08-02 02:31:00,5613.0
2022-08-02 02:32:00,5613.0
2022-08-02 02:33:00,5613.0
2022-08-02 02:34:00,5613.0
2022-08-02 02:35:00,5613.0
2022-08-02 02:36:00,5613.0
2022-08-02 02:37:00,5613.0
2022-08-02 02:38:00,5613.0
2022-08-02 02:39:00,5613.0
2022-08-02 02:40:00,5613.0
2022-08-02 02:41:00,5613.0
2022-08-02 02:42:00,5613.0
