timestamp,value
2022-07-30 18:43:42,728248
2022-07-30 18:43:46,728248
2022-07-30 18:43:48,728248
2022-07-30 18:43:55,728248
2022-07-30 18:44:00,728248
2022-07-30 18:44:03,728248
2022-07-30 18:44:08,728248
2022-07-30 18:44:10,728248
2022-07-30 18:44:13,728248
2022-07-30 18:44:18,728248
2022-07-30 18:44:22,728248
2022-07-30 18:44:25,728248
2022-07-30 18:44:27,728248
2022-07-30 18:44:31,728248
2022-07-30 18:44:34,728248
2022-07-30 18:44:44,728250
2022-07-30 18:44:47,728250
2022-07-30 18:45:05,728251
2022-07-30 18:45:07,728251
2022-07-30 18:45:12,728251
2022-07-30 18:45:14,728251
2022-07-30 18:45:17,728251
2022-07-30 18:45:20,728251
2022-07-30 18:45:26,728251
2022-07-30 18:45:29,728251
2022-07-30 18:45:32,728251
2022-07-30 18:45:35,728251
2022-07-30 18:45:41,728251
2022-07-30 18:45:44,728251
2022-07-30 18:45:50,728251
2022-07-30 18:45:54,728251
2022-07-30 18:45:57,728251
2022-07-30 18:46:00,728251
2022-07-30 18:46:09,728252
2022-07-30 18:46:12,728252
2022-07-30 18:46:18,728252
2022-07-30 18:46:20,728252
2022-07-30 18:46:22,728253
2022-07-30 18:46:27,728253
2022-07-30 18:46:31,728254
2022-07-30 18:46:42,728255
2022-07-30 18:46:45,728255
2022-07-30 18:46:48,728255
2022-07-30 18:46:55,728255
2022-07-30 18:47:03,728256
2022-07-30 18:47:06,728256
2022-07-30 18:47:10,728256
2022-07-30 18:47:12,728256
2022-07-30 18:47:16,728256
2022-07-30 18:47:19,728256
2022-07-30 18:47:25,728258
2022-07-30 18:47:29,728259
2022-07-30 18:47:33,728260
2022-07-30 18:47:37,728260
2022-07-30 18:47:41,728260
2022-07-30 18:47:51,728260
2022-07-30 18:47:56,728260
2022-07-30 18:47:59,728260
2022-07-30 18:48:03,728260
2022-07-30 18:48:07,728260
2022-07-30 18:48:09,728260
2022-07-30 18:48:12,728260
2022-07-30 18:48:14,728260
2022-07-30 18:48:20,728260
2022-07-30 18:48:25,728260
2022-07-30 18:48:28,728260
2022-07-30 18:48:30,728260
2022-07-30 18:48:34,728260
2022-07-30 18:48:37,728260
2022-07-30 18:48:43,728260
2022-07-30 18:48:48,728260
2022-07-30 18:48:52,728260
2022-07-30 18:48:55,728260
2022-07-30 18:48:58,728260
2022-07-30 18:49:00,728261
2022-07-30 18:49:03,728261
2022-07-30 18:49:09,728261
2022-07-30 18:49:12,728261
2022-07-30 18:49:14,728261
2022-07-30 18:49:17,728261
2022-07-30 18:49:21,728261
2022-07-30 18:49:24,728261
2022-07-30 18:49:27,728262
2022-07-30 18:49:29,728262
2022-07-30 18:49:36,728262
2022-07-30 18:49:38,728262
2022-07-30 18:49:42,728262
2022-07-30 18:49:45,728262
2022-07-30 18:49:48,728262
2022-07-30 18:49:51,728262
2022-07-30 18:49:53,728263
2022-07-30 18:49:56,728263
2022-07-30 18:49:59,728263
2022-07-30 18:50:06,728263
2022-07-30 18:50:10,728264
2022-07-30 18:50:13,728264
2022-07-30 18:50:17,728264
2022-07-30 18:50:19,728264
2022-07-30 18:50:22,728264
2022-07-30 18:50:24,728264
2022-07-30 18:50:27,728263
2022-07-30 18:50:29,728263
2022-07-30 18:50:31,728263
2022-07-30 18:50:34,728263
2022-07-30 18:50:36,728263
2022-07-30 18:50:42,728264
2022-07-30 18:50:45,728264
2022-07-30 18:50:48,728264
