,date,value
191,2022-07-30 19:04:52.973801,10336.0
192,2022-07-30 19:05:00.576361,9859.0
193,2022-07-30 19:05:05.905674,9383.0
194,2022-07-30 19:05:08.116668,10076.0
195,2022-07-30 19:05:11.175816,9319.0
196,2022-07-30 19:05:16.328321,10001.0
197,2022-07-30 19:05:19.325006,9924.0
198,2022-07-30 19:05:40.778533,10335.0
199,2022-07-30 19:05:49.336902,9745.0
200,2022-07-30 19:05:54.883308,10335.0
201,2022-07-30 19:05:58.970298,9465.0
202,2022-07-30 19:06:03.238449,9492.0
203,2022-07-30 19:06:09.526842,9287.0
204,2022-07-30 19:06:13.469209,9451.0
205,2022-07-30 19:06:16.658277,10683.0
206,2022-07-30 19:06:22.593403,9680.0
207,2022-07-30 19:06:26.522768,9531.0
208,2022-07-30 19:06:35.993513,9967.0
209,2022-07-30 19:06:42.264326,10678.0
210,2022-07-30 19:06:52.370242,9394.0
211,2022-07-30 19:06:55.456751,9780.0
212,2022-07-30 19:06:59.607567,9751.0
213,2022-07-30 19:07:03.632796,9257.0
214,2022-07-30 19:07:07.530430,9265.0
215,2022-07-30 19:07:12.511878,10255.0
216,2022-07-30 19:07:17.202343,9631.0
217,2022-07-30 19:07:21.225338,10588.0
218,2022-07-30 19:07:27.741386,9327.0
219,2022-07-30 19:07:39.617992,10042.0
220,2022-07-30 19:07:43.659353,10631.0
221,2022-07-30 19:07:46.670013,10457.0
222,2022-07-30 19:07:52.766770,10325.0
223,2022-07-30 19:07:58.784609,10298.0
224,2022-07-30 19:08:15.136387,9696.0
225,2022-07-30 19:08:19.094150,10305.0
226,2022-07-30 19:08:25.485103,10719.0
227,2022-07-30 19:08:29.484918,9928.0
228,2022-07-30 19:08:44.026004,9825.0
229,2022-07-30 19:08:47.193739,9927.0
230,2022-07-30 19:08:51.252832,10769.0
231,2022-07-30 19:08:54.432060,10516.0
232,2022-07-30 19:09:06.142468,10702.0
233,2022-07-30 19:09:09.209850,9511.0
234,2022-07-30 19:09:16.371899,9937.0
235,2022-07-30 19:09:21.615028,10102.0
236,2022-07-30 19:09:26.122002,9736.0
237,2022-07-30 19:09:44.397438,9558.0
238,2022-07-30 19:09:50.415540,9763.0
239,2022-07-30 19:09:53.617226,10219.0
240,2022-07-30 19:10:11.717080,10561.0
241,2022-07-30 19:10:14.753200,9961.0
242,2022-07-30 19:10:19.147990,9523.0
243,2022-07-30 19:10:21.372766,9939.0
244,2022-07-30 19:10:24.771935,10113.0
245,2022-07-30 19:10:28.662798,9623.0
246,2022-07-30 19:10:32.635877,9837.0
247,2022-07-30 19:10:36.211805,9781.0
248,2022-07-30 19:10:40.329334,9597.0
249,2022-07-30 19:10:44.241112,10669.0
250,2022-07-30 19:10:48.284009,10526.0
251,2022-07-30 19:10:52.097575,10802.0
252,2022-07-30 19:10:55.886939,9761.0
253,2022-07-30 19:10:59.703416,10549.0
254,2022-07-30 19:11:03.773463,10388.0
255,2022-07-30 19:11:10.999245,10692.0
256,2022-07-30 19:11:22.227274,10882.0
257,2022-07-30 19:11:33.792867,9704.0
258,2022-07-30 19:11:37.689581,10408.0
259,2022-07-30 19:11:41.921760,10022.0
260,2022-07-30 19:11:44.997064,11086.0
261,2022-07-30 19:11:51.050749,9888.0
262,2022-07-30 19:11:54.238269,11012.0
263,2022-07-30 19:11:56.131486,10228.0
264,2022-07-30 19:12:05.721133,10223.0
265,2022-07-30 19:12:07.886011,10359.0
266,2022-07-30 19:12:09.965282,10037.0
267,2022-07-30 19:12:12.058859,10073.0
268,2022-07-30 19:12:17.210684,10016.0
269,2022-07-30 19:12:20.143172,10255.0
270,2022-07-30 19:12:23.041387,10187.0
271,2022-07-30 19:12:27.246825,10855.0
272,2022-07-30 19:12:31.173085,9632.0
273,2022-07-30 19:12:34.993763,10821.0
274,2022-07-30 19:12:44.383033,10382.0
275,2022-07-30 19:12:47.312314,9889.0
276,2022-07-30 19:12:50.246436,9727.0
277,2022-07-30 19:12:52.446709,10576.0
278,2022-07-30 19:12:58.534940,9786.0
279,2022-07-30 19:13:03.642122,9983.0
280,2022-07-30 19:13:11.346096,10707.0
281,2022-07-30 19:13:17.943173,10240.0
282,2022-07-30 19:13:27.627619,10380.0
283,2022-07-30 19:13:46.554110,9751.0
284,2022-07-30 19:14:04.122859,10902.0
285,2022-07-30 19:14:08.165658,10995.0
286,2022-07-30 19:14:13.825870,11022.0
287,2022-07-30 19:14:14.872864,10322.0
288,2022-07-30 19:14:18.695972,10489.0
289,2022-07-30 19:14:25.731332,10565.0
290,2022-07-30 19:14:30.215916,10930.0
291,2022-07-30 19:14:34.025132,10440.0
292,2022-07-30 19:14:42.267210,10185.0
293,2022-07-30 19:14:45.932006,11271.0
294,2022-07-30 19:14:48.233833,11053.0
295,2022-07-30 19:14:52.269027,10555.0
296,2022-07-30 19:14:59.966863,10105.0
297,2022-07-30 19:15:02.186733,10993.0
298,2022-07-30 19:15:12.403174,9924.0
299,2022-07-30 19:15:15.400406,10570.0
300,2022-07-30 19:15:19.231755,10218.0
301,2022-07-30 19:15:22.286712,11127.0
302,2022-07-30 19:15:26.064224,10053.0
303,2022-07-30 19:15:28.354894,9868.0
304,2022-07-30 19:15:38.885069,10350.0
305,2022-07-30 19:15:46.177375,9950.0
306,2022-07-30 19:15:55.730910,9202.0
307,2022-07-30 19:15:59.731367,10337.0
308,2022-07-30 19:16:11.753971,9577.0
309,2022-07-30 19:16:15.609026,9556.0
310,2022-07-30 19:16:24.638110,9514.0
311,2022-07-30 19:16:28.864292,9307.0
312,2022-07-30 19:16:31.845089,9963.0
313,2022-07-30 19:16:35.675551,10565.0
314,2022-07-30 19:16:38.702632,9663.0
315,2022-07-30 19:16:42.991203,9557.0
316,2022-07-30 19:16:47.064052,9533.0
317,2022-07-30 19:16:50.102608,10198.0
318,2022-07-30 19:16:54.006642,10399.0
319,2022-07-30 19:16:59.019097,8357.0
320,2022-07-30 19:17:06.096736,8101.0
321,2022-07-30 19:17:32.479950,8825.0
322,2022-07-30 20:32:31.230166,321.0
323,2022-07-30 21:32:38.791141,241.0
324,2022-07-30 21:32:40.764654,234.0
