,date,value
0,2022-07-30 18:43:44.461111,2896874.0
1,2022-07-30 18:43:46.664195,2896874.0
2,2022-07-30 18:43:50.703769,2896874.0
3,2022-07-30 18:43:53.938525,2896874.0
4,2022-07-30 18:43:56.906390,2896874.0
5,2022-07-30 18:43:59.258379,2896874.0
6,2022-07-30 18:44:02.393342,2896874.0
7,2022-07-30 18:44:06.340516,2896874.0
8,2022-07-30 18:44:08.705187,2896874.0
9,2022-07-30 18:44:11.718557,2896874.0
10,2022-07-30 18:44:14.874943,2896874.0
11,2022-07-30 18:44:17.130113,2896874.0
12,2022-07-30 18:44:20.433379,2896875.0
13,2022-07-30 18:44:23.465304,2896875.0
14,2022-07-30 18:44:25.794148,2896876.0
15,2022-07-30 18:44:27.876449,2896876.0
16,2022-07-30 18:44:30.002199,2896876.0
17,2022-07-30 18:44:33.139221,2896876.0
18,2022-07-30 18:44:36.324340,2896876.0
19,2022-07-30 18:44:37.788006,2896876.0
20,2022-07-30 18:44:40.119967,2896876.0
21,2022-07-30 18:44:41.412386,2896876.0
22,2022-07-30 18:44:42.693182,2896876.0
23,2022-07-30 18:44:45.892496,2896876.0
24,2022-07-30 18:44:48.157048,2896876.0
25,2022-07-30 18:44:49.433584,2896876.0
26,2022-07-30 18:44:50.739855,2896876.0
27,2022-07-30 18:44:52.865750,2896876.0
28,2022-07-30 18:44:56.070884,2896876.0
29,2022-07-30 18:44:58.231483,2896876.0
30,2022-07-30 18:45:00.476086,2896876.0
31,2022-07-30 18:45:02.678969,2896876.0
32,2022-07-30 18:45:04.009232,2896876.0
33,2022-07-30 18:45:06.407252,2896876.0
34,2022-07-30 18:45:08.506804,2896876.0
35,2022-07-30 18:45:10.706195,2896876.0
36,2022-07-30 18:45:12.808862,2896876.0
37,2022-07-30 18:45:15.848284,2896876.0
38,2022-07-30 18:45:18.998791,2896876.0
39,2022-07-30 18:45:21.999663,2896876.0
40,2022-07-30 18:45:25.034778,2896876.0
41,2022-07-30 18:45:28.014171,2896876.0
42,2022-07-30 18:45:31.151644,2896876.0
43,2022-07-30 18:45:34.207103,2896876.0
44,2022-07-30 18:45:36.482217,2896876.0
45,2022-07-30 18:45:39.695587,2896875.0
46,2022-07-30 18:45:42.888493,2896874.0
47,2022-07-30 18:45:45.846618,2896874.0
48,2022-07-30 18:45:49.097729,2896874.0
49,2022-07-30 18:45:52.911862,2896874.0
50,2022-07-30 18:45:55.964661,2896874.0
51,2022-07-30 18:45:59.190052,2896874.0
52,2022-07-30 18:46:02.198170,2896874.0
53,2022-07-30 18:46:05.353546,2896874.0
54,2022-07-30 18:46:07.528235,2896874.0
55,2022-07-30 18:46:10.899601,2896874.0
56,2022-07-30 18:46:13.959381,2896874.0
57,2022-07-30 18:46:16.936335,2896874.0
58,2022-07-30 18:46:19.089890,2896874.0
59,2022-07-30 18:46:21.226973,2896874.0
60,2022-07-30 18:46:25.216824,2896874.0
61,2022-07-30 18:46:29.365023,2896874.0
62,2022-07-30 18:46:33.571818,2896874.0
63,2022-07-30 18:46:34.913501,2896874.0
64,2022-07-30 18:46:36.299661,2896874.0
65,2022-07-30 18:46:38.480004,2896874.0
66,2022-07-30 18:46:40.814952,2896874.0
67,2022-07-30 18:46:44.048742,2896874.0
68,2022-07-30 18:46:47.050067,2896874.0
69,2022-07-30 18:46:50.282823,2896874.0
70,2022-07-30 18:46:53.328796,2896874.0
71,2022-07-30 18:46:57.343949,2896874.0
72,2022-07-30 18:46:59.572241,2896874.0
73,2022-07-30 18:47:01.781435,2896874.0
74,2022-07-30 18:47:05.217383,2896874.0
75,2022-07-30 18:47:08.550001,2896874.0
76,2022-07-30 18:47:10.777535,2896874.0
77,2022-07-30 18:47:14.764997,2896874.0
78,2022-07-30 18:47:17.960389,2896874.0
79,2022-07-30 18:47:21.894429,2896874.0
80,2022-07-30 18:47:24.097106,2896874.0
81,2022-07-30 18:47:27.336893,2896874.0
82,2022-07-30 18:47:31.434693,2896874.0
83,2022-07-30 18:47:35.579653,2896874.0
84,2022-07-30 18:47:39.602938,2896874.0
85,2022-07-30 18:47:42.618722,2896874.0
86,2022-07-30 18:47:43.970846,2896874.0
87,2022-07-30 18:47:45.204748,2896874.0
88,2022-07-30 18:47:47.379692,2896874.0
89,2022-07-30 18:47:49.645371,2896874.0
90,2022-07-30 18:47:52.661686,2896874.0
91,2022-07-30 18:47:54.936509,2896874.0
92,2022-07-30 18:47:57.932715,2896874.0
93,2022-07-30 18:48:01.704636,2896874.0
94,2022-07-30 18:48:05.872070,2896874.0
95,2022-07-30 18:48:08.095081,2896874.0
96,2022-07-30 18:48:11.273450,2896874.0
97,2022-07-30 18:48:15.533693,2896874.0
98,2022-07-30 18:48:16.790571,2896874.0
99,2022-07-30 18:48:18.866820,2896874.0
100,2022-07-30 18:48:20.996984,2896875.0
101,2022-07-30 18:48:23.350424,2896875.0
102,2022-07-30 18:48:26.520245,2896875.0
103,2022-07-30 18:48:28.784330,2896874.0
104,2022-07-30 18:48:33.038039,2896874.0
105,2022-07-30 18:48:36.100692,2896874.0
106,2022-07-30 18:48:39.194249,2896874.0
107,2022-07-30 18:48:42.384764,2896874.0
108,2022-07-30 18:48:44.570791,2896874.0
109,2022-07-30 18:48:46.832013,2896874.0
110,2022-07-30 18:48:50.751064,2896874.0
111,2022-07-30 18:48:53.848172,2896874.0
112,2022-07-30 18:48:56.901354,2896874.0
113,2022-07-30 18:48:59.091870,2896874.0
114,2022-07-30 18:49:02.200289,2896874.0
115,2022-07-30 18:49:06.276043,2896874.0
116,2022-07-30 18:49:07.586433,2896874.0
117,2022-07-30 18:49:10.579376,2896874.0
118,2022-07-30 18:49:12.783965,2896874.0
119,2022-07-30 18:49:15.974223,2896874.0
120,2022-07-30 18:49:19.820725,2896874.0
121,2022-07-30 18:49:22.937504,2896874.0
122,2022-07-30 18:49:25.350635,2896874.0
123,2022-07-30 18:49:27.777563,2896874.0
124,2022-07-30 18:49:30.192717,2896876.0
125,2022-07-30 18:49:32.479721,2896876.0
126,2022-07-30 18:49:33.769661,2896876.0
127,2022-07-30 18:49:35.177117,2896876.0
128,2022-07-30 18:49:37.317696,2896876.0
129,2022-07-30 18:49:40.420712,2896876.0
130,2022-07-30 18:49:43.515255,2896876.0
131,2022-07-30 18:49:46.578965,2896876.0
132,2022-07-30 18:49:49.525735,2896876.0
133,2022-07-30 18:49:51.782972,2896876.0
134,2022-07-30 18:49:54.460539,2896875.0
135,2022-07-30 18:49:57.480784,2896875.0
136,2022-07-30 18:50:00.778742,2896875.0
137,2022-07-30 18:50:02.247570,2896875.0
138,2022-07-30 18:50:04.599618,2896874.0
139,2022-07-30 18:50:08.688846,2896874.0
140,2022-07-30 18:50:11.873019,2896874.0
141,2022-07-30 18:50:15.828914,2896874.0
142,2022-07-30 18:50:18.156987,2896874.0
143,2022-07-30 18:50:20.427238,2896874.0
144,2022-07-30 18:50:22.686716,2896874.0
145,2022-07-30 18:50:25.735425,2896874.0
146,2022-07-30 18:50:28.171307,2896873.0
147,2022-07-30 18:50:30.388877,2896873.0
148,2022-07-30 18:50:32.635852,2896873.0
149,2022-07-30 18:50:35.001687,2896873.0
150,2022-07-30 18:50:37.344931,2896874.0
151,2022-07-30 18:50:38.671191,2896874.0
152,2022-07-30 18:50:41.059083,2896874.0
153,2022-07-30 18:50:44.123292,2896874.0
154,2022-07-30 18:50:46.384616,2896874.0
155,2022-07-30 18:50:48.589392,2896874.0
156,2022-07-30 18:50:50.670949,2896874.0
157,2022-07-30 18:50:53.626458,2896874.0
158,2022-07-30 18:50:57.668874,2896874.0
159,2022-07-30 18:51:01.637287,2896874.0
160,2022-07-30 18:51:04.736981,2896874.0
161,2022-07-30 18:51:08.647105,2896874.0
162,2022-07-30 18:51:11.940618,2896874.0
163,2022-07-30 18:51:14.171848,2896874.0
164,2022-07-30 18:51:17.302132,2896874.0
165,2022-07-30 18:51:22.291361,2896874.0
166,2022-07-30 18:51:25.627686,2896874.0
167,2022-07-30 18:51:27.784938,2896874.0
168,2022-07-30 18:51:30.048472,2896874.0
169,2022-07-30 18:51:34.285461,2896874.0
170,2022-07-30 18:51:36.681525,2896874.0
171,2022-07-30 18:51:39.783897,2896874.0
172,2022-07-30 18:51:43.177177,2896874.0
173,2022-07-30 18:51:44.459832,2896874.0
174,2022-07-30 18:51:45.824224,2896874.0
175,2022-07-30 18:51:47.150559,2896874.0
176,2022-07-30 18:51:49.257507,2896874.0
