,timestamp,value
0,2022-07-30 18:43:44.461111,0.5843170000000003
1,2022-07-30 18:43:46.664195,0.9958649999999999
2,2022-07-30 18:43:50.703769,0.0
3,2022-07-30 18:43:53.938525,0.9819840000000003
4,2022-07-30 18:43:56.906390,0.0
5,2022-07-30 18:43:59.258379,0.9989060000000001
6,2022-07-30 18:44:02.393342,0.0
7,2022-07-30 18:44:06.340516,0.0
8,2022-07-30 18:44:08.705187,0.0
9,2022-07-30 18:44:11.718557,0.999258
10,2022-07-30 18:44:14.874943,0.9990440000000005
11,2022-07-30 18:44:17.130113,0.0
12,2022-07-30 18:44:20.433379,0.0
13,2022-07-30 18:44:23.465304,0.998626
14,2022-07-30 18:44:25.794148,0.9984389999999999
15,2022-07-30 18:44:27.876449,0.0
16,2022-07-30 18:44:30.002199,0.995265
17,2022-07-30 18:44:33.139221,0.9792120000000003
18,2022-07-30 18:44:36.324340,-0.5736030000000002
19,2022-07-30 18:44:37.788006,-0.540902
20,2022-07-30 18:44:40.119967,0.8886710000000003
21,2022-07-30 18:44:41.412386,0.9906019999999999
22,2022-07-30 18:44:42.693182,0.9364179999999999
23,2022-07-30 18:44:45.892496,0.893407
24,2022-07-30 18:44:48.157048,0.0
25,2022-07-30 18:44:49.433584,-0.9994820000000002
26,2022-07-30 18:44:50.739855,0.0
27,2022-07-30 18:44:52.865750,0.9796259999999998
28,2022-07-30 18:44:56.070884,0.4521230000000001
29,2022-07-30 18:44:58.231483,-0.8697139999999999
30,2022-07-30 18:45:00.476086,0.979882
31,2022-07-30 18:45:02.678969,0.6376829999999997
32,2022-07-30 18:45:04.009232,-0.976137
33,2022-07-30 18:45:06.407252,0.7445719999999999
34,2022-07-30 18:45:08.506804,-0.9831920000000001
35,2022-07-30 18:45:10.706195,0.8164790000000001
36,2022-07-30 18:45:12.808862,0.9617299999999999
37,2022-07-30 18:45:15.848284,0.0
38,2022-07-30 18:45:18.998791,0.0
39,2022-07-30 18:45:21.999663,0.0
40,2022-07-30 18:45:25.034778,-0.998906
41,2022-07-30 18:45:28.014171,0.9783040000000005
42,2022-07-30 18:45:31.151644,-0.9994900000000008
43,2022-07-30 18:45:34.207103,0.9574780000000008
44,2022-07-30 18:45:36.482217,0.754442
45,2022-07-30 18:45:39.695587,0.0
46,2022-07-30 18:45:42.888493,0.0
47,2022-07-30 18:45:45.846618,0.9954979999999998
48,2022-07-30 18:45:49.097729,0.99406
49,2022-07-30 18:45:52.911862,0.998388
50,2022-07-30 18:45:55.964661,0.0
51,2022-07-30 18:45:59.190052,0.0
52,2022-07-30 18:46:02.198170,0.0
53,2022-07-30 18:46:05.353546,0.9679819999999998
54,2022-07-30 18:46:07.528235,0.0
55,2022-07-30 18:46:10.899601,0.0
56,2022-07-30 18:46:13.959381,0.0
57,2022-07-30 18:46:16.936335,0.0
58,2022-07-30 18:46:19.089890,0.0
59,2022-07-30 18:46:21.226973,0.0
60,2022-07-30 18:46:25.216824,0.0
61,2022-07-30 18:46:29.365023,0.0
62,2022-07-30 18:46:33.571818,0.6427130000000001
63,2022-07-30 18:46:34.913501,-0.8931009999999998
64,2022-07-30 18:46:36.299661,0.0
65,2022-07-30 18:46:38.480004,-0.9977800000000002
66,2022-07-30 18:46:40.814952,-0.9916909999999998
67,2022-07-30 18:46:44.048742,-0.998718
68,2022-07-30 18:46:47.050067,0.0
69,2022-07-30 18:46:50.282823,0.0
70,2022-07-30 18:46:53.328796,-0.9995510000000001
71,2022-07-30 18:46:57.343949,0.0
72,2022-07-30 18:46:59.572241,0.0
73,2022-07-30 18:47:01.781435,0.0
74,2022-07-30 18:47:05.217383,0.0
75,2022-07-30 18:47:08.550001,-0.9995060000000001
76,2022-07-30 18:47:10.777535,0.0
77,2022-07-30 18:47:14.764997,0.0
78,2022-07-30 18:47:17.960389,0.0
79,2022-07-30 18:47:21.894429,0.0
80,2022-07-30 18:47:24.097106,0.0
81,2022-07-30 18:47:27.336893,0.0
82,2022-07-30 18:47:31.434693,0.0
83,2022-07-30 18:47:35.579653,0.0
84,2022-07-30 18:47:39.602938,0.0
85,2022-07-30 18:47:42.618722,-0.9097
86,2022-07-30 18:47:43.970846,0.0
87,2022-07-30 18:47:45.204748,0.0
88,2022-07-30 18:47:47.379692,0.0
89,2022-07-30 18:47:49.645371,-0.8080169999999998
90,2022-07-30 18:47:52.661686,0.0
91,2022-07-30 18:47:54.936509,-0.6955799999999998
92,2022-07-30 18:47:57.932715,0.0
93,2022-07-30 18:48:01.704636,0.0
94,2022-07-30 18:48:05.872070,0.0
95,2022-07-30 18:48:08.095081,-0.991456
96,2022-07-30 18:48:11.273450,0.94435
97,2022-07-30 18:48:15.533693,0.0
98,2022-07-30 18:48:16.790571,0.0
99,2022-07-30 18:48:18.866820,0.996167
100,2022-07-30 18:48:20.996984,0.0
101,2022-07-30 18:48:23.350424,-0.9868959999999999
102,2022-07-30 18:48:26.520245,0.0
103,2022-07-30 18:48:28.784330,0.0
104,2022-07-30 18:48:33.038039,0.0
105,2022-07-30 18:48:36.100692,0.0
106,2022-07-30 18:48:39.194249,-0.99943
107,2022-07-30 18:48:42.384764,0.0
108,2022-07-30 18:48:44.570791,0.0
109,2022-07-30 18:48:46.832013,0.0
110,2022-07-30 18:48:50.751064,0.0
111,2022-07-30 18:48:53.848172,0.0
112,2022-07-30 18:48:56.901354,0.0
113,2022-07-30 18:48:59.091870,0.0
114,2022-07-30 18:49:02.200289,0.0
115,2022-07-30 18:49:06.276043,0.0
116,2022-07-30 18:49:07.586433,-0.9933040000000001
117,2022-07-30 18:49:10.579376,0.0
118,2022-07-30 18:49:12.783965,0.0
119,2022-07-30 18:49:15.974223,0.0
120,2022-07-30 18:49:19.820725,0.0
121,2022-07-30 18:49:22.937504,-0.999485
122,2022-07-30 18:49:25.350635,0.9666599999999999
123,2022-07-30 18:49:27.777563,-0.734814
124,2022-07-30 18:49:30.192717,0.0
125,2022-07-30 18:49:32.479721,0.0
126,2022-07-30 18:49:33.769661,0.7001430000000001
127,2022-07-30 18:49:35.177117,-0.950126
128,2022-07-30 18:49:37.317696,0.0
129,2022-07-30 18:49:40.420712,0.0
130,2022-07-30 18:49:43.515255,0.9842329999999998
131,2022-07-30 18:49:46.578965,0.0
132,2022-07-30 18:49:49.525735,0.0
133,2022-07-30 18:49:51.782972,0.0
134,2022-07-30 18:49:54.460539,0.0
135,2022-07-30 18:49:57.480784,-0.9134510000000001
136,2022-07-30 18:50:00.778742,0.0
137,2022-07-30 18:50:02.247570,0.895535
138,2022-07-30 18:50:04.599618,0.0
139,2022-07-30 18:50:08.688846,0.0
140,2022-07-30 18:50:11.873019,0.0
141,2022-07-30 18:50:15.828914,0.0
142,2022-07-30 18:50:18.156987,0.0
143,2022-07-30 18:50:20.427238,0.986064
144,2022-07-30 18:50:22.686716,0.0
145,2022-07-30 18:50:25.735425,0.0
146,2022-07-30 18:50:28.171307,0.0
147,2022-07-30 18:50:30.388877,0.9952140000000002
148,2022-07-30 18:50:32.635852,0.0
149,2022-07-30 18:50:35.001687,0.0
150,2022-07-30 18:50:37.344931,-0.9624279999999996
151,2022-07-30 18:50:38.671191,0.0
152,2022-07-30 18:50:41.059083,0.0
153,2022-07-30 18:50:44.123292,0.0
154,2022-07-30 18:50:46.384616,0.0
155,2022-07-30 18:50:48.589392,0.0
156,2022-07-30 18:50:50.670949,0.0
157,2022-07-30 18:50:53.626458,0.0
158,2022-07-30 18:50:57.668874,0.0
159,2022-07-30 18:51:01.637287,0.0
160,2022-07-30 18:51:04.736981,0.9989819999999999
161,2022-07-30 18:51:08.647105,0.0
162,2022-07-30 18:51:11.940618,0.0
163,2022-07-30 18:51:14.171848,0.0
164,2022-07-30 18:51:17.302132,0.0
165,2022-07-30 18:51:22.291361,0.8678410000000001
166,2022-07-30 18:51:25.627686,0.9990290000000001
167,2022-07-30 18:51:27.784938,0.0
168,2022-07-30 18:51:30.048472,0.0
169,2022-07-30 18:51:34.285461,0.815023
170,2022-07-30 18:51:36.681525,0.0
171,2022-07-30 18:51:39.783897,0.995388
172,2022-07-30 18:51:43.177177,0.0
173,2022-07-30 18:51:44.459832,0.0
174,2022-07-30 18:51:45.824224,-0.490037
175,2022-07-30 18:51:47.150559,0.0
176,2022-07-30 18:51:49.257507,0.0
177,2022-07-30 18:51:51.458892,0.998838
178,2022-07-30 18:51:55.757854,0.0
179,2022-07-30 18:51:57.895555,-0.999493
180,2022-07-30 18:52:01.148454,0.0
181,2022-07-30 18:52:03.365497,0.565906
182,2022-07-30 18:52:06.315924,0.0
183,2022-07-30 18:52:09.528899,0.0
184,2022-07-30 18:52:12.787841,0.998189
185,2022-07-30 18:52:14.961403,0.0
186,2022-07-30 18:52:17.962658,0.0
187,2022-07-30 18:52:20.095045,0.0
188,2022-07-30 18:52:22.220427,0.8087959999999996
189,2022-07-30 18:52:23.556990,0.0
190,2022-07-30 18:52:25.675633,0.0
191,2022-07-30 18:52:28.844995,0.0
192,2022-07-30 18:52:32.028400,0.9119740000000003
193,2022-07-30 18:52:35.538517,-0.845149
194,2022-07-30 18:52:37.669135,0.0
195,2022-07-30 18:52:38.974505,0.9977090000000002
196,2022-07-30 18:52:41.288193,-0.826797
197,2022-07-30 18:52:44.331160,0.0
198,2022-07-30 18:52:48.563856,0.947051
199,2022-07-30 18:52:50.991845,0.0
200,2022-07-30 18:52:54.922414,0.7722059999999998
201,2022-07-30 18:52:58.982897,-0.999137
202,2022-07-30 18:53:01.269079,0.0
203,2022-07-30 18:53:04.362259,0.601888
204,2022-07-30 18:53:07.460428,0.0
205,2022-07-30 18:53:10.483939,-0.459142
206,2022-07-30 18:53:13.419826,-0.998316
207,2022-07-30 18:53:16.542440,0.0
208,2022-07-30 18:53:19.735312,0.0
209,2022-07-30 18:53:22.767901,-0.99929
210,2022-07-30 18:53:24.957364,0.0
211,2022-07-30 18:53:27.977366,0.0
212,2022-07-30 18:53:30.334384,0.981541
213,2022-07-30 18:53:33.366078,0.0
214,2022-07-30 18:53:38.458542,-0.9964760000000001
215,2022-07-30 18:53:40.650630,0.0
216,2022-07-30 18:53:44.496909,-0.8162489999999999
217,2022-07-30 18:53:48.930430,-0.997542
218,2022-07-30 18:53:51.897731,0.0
219,2022-07-30 18:53:55.106498,0.0
220,2022-07-30 18:53:57.482732,0.0
221,2022-07-30 18:54:03.617754,-0.990475
222,2022-07-30 18:54:06.858322,-0.97961
223,2022-07-30 18:54:09.876761,0.0
224,2022-07-30 18:54:12.837861,0.973269
225,2022-07-30 18:54:16.020041,0.9897769999999999
226,2022-07-30 18:54:18.135136,0.995775
227,2022-07-30 18:54:21.148610,0.837401
228,2022-07-30 18:54:22.470656,0.863529
229,2022-07-30 18:54:23.716735,0.922363
