timestamp,value
2022-07-30 18:44:00,1455399.0
2022-07-30 18:45:00,1455401.0
2022-07-30 18:46:00,1455403.0
2022-07-30 18:47:00,1455405.0
2022-07-30 18:48:00,1455406.0
2022-07-30 18:49:00,1455408.0
2022-07-30 18:50:00,1455410.0
2022-07-30 18:51:00,1455412.0
2022-07-30 18:52:00,1455411.0
2022-07-30 18:53:00,1455411.0
2022-07-30 18:54:00,1455412.0
2022-07-30 18:55:00,1455412.0
2022-07-30 18:56:00,1455412.0
2022-07-30 18:57:00,1455416.0
2022-07-30 18:58:00,1455418.0
2022-07-30 18:59:00,1455419.0
2022-07-30 19:00:00,1455421.0
2022-07-30 19:01:00,1455422.0
2022-07-30 19:02:00,1455422.0
2022-07-30 19:03:00,1455424.0
2022-07-30 19:04:00,1455426.0
2022-07-30 19:05:00,1455427.0
2022-07-30 19:06:00,1455428.0
2022-07-30 19:07:00,1455429.0
2022-07-30 19:08:00,1455430.0
2022-07-30 19:09:00,1455430.0
2022-07-30 19:10:00,1455430.0
2022-07-30 19:11:00,1455430.0
2022-07-30 19:12:00,1455429.0
2022-07-30 19:13:00,1455429.0
2022-07-30 19:14:00,1455432.0
2022-07-30 19:15:00,1455432.0
2022-07-30 19:16:00,1455433.0
2022-07-30 19:17:00,1455435.0
2022-07-30 19:18:00,1455435.0
2022-07-30 20:33:00,1455435.0
2022-07-30 21:33:00,1455442.0
