text,username,timestamp,message_id,channel_id,stream_id,unique_id,category,sentiment_a,sentiment_g,sentiment_v,sentiment_anders, 
yolo,xxpenjoxx,"2022-06-12 14:06:27,138",278,D,1,278D1,among_us,,,,,
PERFECT,m0rtalgm,"2022-06-12 14:06:27,445",279,D,1,279D1,among_us,,,,,
KEKW,sneakattacksdontcount,"2022-06-12 14:06:27,555",280,D,1,280D1,among_us,,,,,
agreed,rowrow_,"2022-06-12 14:06:27,740",281,D,1,281D1,among_us,,,,,
sounds like jester but regular guy. nice lol,lady_leia,"2022-06-12 14:06:27,961",282,D,1,282D1,among_us,,,,,
yesss,hobiimitch,"2022-06-12 14:06:28,056",283,D,1,283D1,among_us,,,,,
i think vampire would be cool !!!!!,angelmeow11,"2022-06-12 14:06:28,143",284,D,1,284D1,among_us,,,,,
KEKW,neekosmom,"2022-06-12 14:06:28,194",285,D,1,285D1,among_us,,,,,
LMAOOOOO,petrichorpd,"2022-06-12 14:06:28,268",286,D,1,286D1,among_us,,,,,
do it,megacreature,"2022-06-12 14:06:28,560",287,D,1,287D1,among_us,,,,,
YEEEEESSS,a_sane_human_being,"2022-06-12 14:06:28,600",288,D,1,288D1,among_us,,,,,
YESSSS,drduckling_,"2022-06-12 14:06:28,638",289,D,1,289D1,among_us,,,,,
KEKW,mohit_patil,"2022-06-12 14:06:28,638",290,D,1,290D1,among_us,,,,,
KEKW PERFECT,milkyoa,"2022-06-12 14:06:28,804",291,D,1,291D1,among_us,,,,,
KEKW,waffle1099,"2022-06-12 14:06:28,880",292,D,1,292D1,among_us,,,,,
Perfect for Sykkuno,lightsparks54,"2022-06-12 14:06:29,312",293,D,1,293D1,among_us,,,,,
eyesight toastyLMAO,ignr14,"2022-06-12 14:06:29,353",294,D,1,294D1,among_us,,,,,
LEZZGOOOOOOOOOOO,monieya,"2022-06-12 14:06:29,443",295,D,1,295D1,among_us,,,,,
Seeeeeeer,matthewverbeek,"2022-06-12 14:06:29,568",296,D,1,296D1,among_us,,,,,
yayyyyyy,aadya123,"2022-06-12 14:06:29,607",297,D,1,297D1,among_us,,,,,
yessssssssssssssssssssssssssssSSSSSSSS,psykhoshie,"2022-06-12 14:06:29,680",298,D,1,298D1,among_us,,,,,
toastyLMAO,takachishiro,"2022-06-12 14:06:29,753",299,D,1,299D1,among_us,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
